/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852551364.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852659218.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852668062.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852686923.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852719671.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852738691.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852763899.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852794432.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852826103.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852863063.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852894114.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852930243.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852961674.jpg,-0.15
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908852994005.jpg,-0.14
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853029796.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853062261.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853093784.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853129798.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853161857.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853197756.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853229833.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853261642.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853297848.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853330037.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853366132.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853397884.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853430399.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853465931.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853498088.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_170590885353432.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_17059088535662.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853598032.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853633849.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853665848.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853701746.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_170590885373395.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853766565.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_170590885380186.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853833703.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853866097.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853901882.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853933894.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908853969652.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854001821.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854033742.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854069817.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854101771.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854138107.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854169893.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854201947.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854238009.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854270144.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854305943.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854337747.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854370127.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854405793.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854438089.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854473914.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854505984.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854538285.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854573957.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_170590885460633.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854638023.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854673962.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_170590885470601.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854742408.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854774033.jpg,0.0
/home/pi/Robot_Car/Self Driving/DataCollected/IMG0/Image_1705908854806083.jpg,0.0
